date,killed,injured,victims,state,city,address,incident,geolocation,congresional_district,assault_weapon,rifle,handgun_general,handgun_specific
2017-08-20,0,4,4,New York,Brooklyn,100th St and Ave M,http://www.gunviolencearchive.org/incident/916808,"40.6386, -73.891",Congressional District: 8,NA,NA,NA,NA
2017-08-19,1,4,5,Ohio,Cleveland,11143 Superior Ave,http://www.gunviolencearchive.org/incident/916551,"41.5228, -81.6076",Congressional District: 11,Assault weapon,AR-15,Handgun,NA
2017-08-16,0,4,4,New York,Wyandanch,Merritt Ave and 15th St,http://www.gunviolencearchive.org/incident/914819,"40.7544, -73.3613",Congressional District: 2,NA,NA,NA,NA
2017-08-14,2,2,4,California,North Hollywood,Morrison St and Klump Ave,http://www.gunviolencearchive.org/incident/913924,"34.1608, -118.376",Congressional District: 29,NA,NA,NA,NA
2017-08-13,0,4,4,California,Sacramento,4000 Block of Martin Luther King Jr Blvd,http://www.gunviolencearchive.org/incident/912322,"38.5384, -121.465",Congressional District: 6,NA,NA,NA,NA
2017-08-13,0,4,4,Virginia,Suffolk,8700 block of Quay Rd,http://www.gunviolencearchive.org/incident/912375,"36.6524, -76.8394",Congressional District: 4,NA,NA,NA,NA
2017-08-13,0,5,5,Pennsylvania,Philadelphia,39th St and Melon St,http://www.gunviolencearchive.org/incident/912805,"39.9649, -75.2",Congressional District: 2,NA,NA,NA,NA
2017-08-12,1,3,4,Missouri,Saint Louis,12310 Bellefontaine Rd,http://www.gunviolencearchive.org/incident/912093,"38.7966, -90.2127",Congressional District: 1,NA,NA,NA,NA
2017-08-08,1,6,7,Illinois,Chicago,1 block of East 37th Street,http://www.gunviolencearchive.org/incident/909423,"41.8274, -87.6264",Congressional District: 7,NA,NA,NA,NA
2017-08-06,0,6,6,New York,Bronx,Wickham Ave,http://www.gunviolencearchive.org/incident/907555,"40.8942, -73.8489",Congressional District: 16,NA,NA,NA,NA
2017-08-06,0,4,4,New York,Bronx,Unionport Rd,http://www.gunviolencearchive.org/incident/907546,"40.8413, -73.8634",Congressional District: 14,NA,NA,NA,NA
2017-08-06,0,7,7,California,Oakland,1000 block of 106th Avenue,http://www.gunviolencearchive.org/incident/907857,"37.7358, -122.172",Congressional District: 13,NA,NA,NA,NA
2017-08-05,0,4,4,New Jersey,Lakewood,900 block of Brook Road,http://www.gunviolencearchive.org/incident/907247,"40.1021, -74.1892",Congressional District: 4,NA,NA,NA,NA
2017-08-05,1,3,4,South Carolina,Allendale,300 block of Ellis St,http://www.gunviolencearchive.org/incident/907611,"33.0022, -81.296",Congressional District: 6,NA,NA,NA,NA
2017-08-05,1,3,4,Florida,Tallahassee,1939 W Tennessee St,http://www.gunviolencearchive.org/incident/906568,"30.4482, -84.3158",Congressional District: 2,NA,NA,NA,NA
2017-08-04,3,2,5,Montana,Lodge Grass,200 block of North Helen Street,http://www.gunviolencearchive.org/incident/906509,"45.3162, -107.365",Congressional District: 1,NA,NA,NA,NA
2017-08-03,1,3,4,District of Columbia,Washington,3426 18th St NE,http://www.gunviolencearchive.org/incident/906126,"38.9324, -76.9796",Congressional District: 1,NA,NA,NA,NA
2017-08-02,0,4,4,Maryland,Baltimore,900 block of N Broadway,http://www.gunviolencearchive.org/incident/904329,"39.3019, -76.5946",Congressional District: 7,NA,NA,NA,NA
2017-08-01,0,6,6,Washington,Toppenish,8000 Block of Lateral C Rd,http://www.gunviolencearchive.org/incident/904106,"46.3607, -120.523",Congressional District: 4,NA,NA,NA,NA
2017-08-01,0,7,7,California,Fresno,Mariposa St and A St,http://www.gunviolencearchive.org/incident/904026,"36.7278, -119.801",Congressional District: 16,NA,NA,NA,NA
2017-08-01,0,4,4,Illinois,Chicago,800 block of N Monticello Ave,http://www.gunviolencearchive.org/incident/903853,"41.8954, -87.7175",Congressional District: 7,NA,NA,NA,NA
2017-07-31,0,4,4,Illinois,Decatur,Jasper St and Main St,http://www.gunviolencearchive.org/incident/903090,"39.8418, -88.9404",Congressional District: 13,NA,NA,NA,NA
2017-07-30,1,5,6,Virginia,Norfolk,1500 block of Azalea Garden Rd,http://www.gunviolencearchive.org/incident/901549,NA,NA,NA,NA,NA,NA
2017-07-30,1,3,4,Texas,El Paso,1810 George Dieter Dr,http://www.gunviolencearchive.org/incident/902187,"31.7653, -106.302",Congressional District: 16,NA,NA,NA,NA
2017-07-29,1,4,5,New York,Buffalo,200 block of Carl St,http://www.gunviolencearchive.org/incident/901083,"42.9201, -78.8282",Congressional District: 26,NA,NA,NA,NA
2017-07-29,2,3,5,North Carolina,Salisbury,115 W Fisher St,http://www.gunviolencearchive.org/incident/901000,"35.6666, -80.4713",Congressional District: 12,NA,NA,NA,NA
2017-07-28,0,4,4,Delaware,Wilmington,400 block of N Washington St,http://www.gunviolencearchive.org/incident/900963,"39.742, -75.5553",Congressional District: 1,NA,NA,NA,NA
2017-07-27,1,4,5,Illinois,Chicago,2000 block of E 71st St,http://www.gunviolencearchive.org/incident/900387,"41.7664, -87.5759",Congressional District: 2,NA,NA,NA,NA
2017-07-26,1,6,7,North Carolina,High Point,2111 E. Green Drive,http://www.gunviolencearchive.org/incident/898631,"35.9534, -79.9812",Congressional District: 12,NA,NA,NA,NA
2017-07-25,1,3,4,Florida,Jacksonville,1040 Golfair Boulevard,http://www.gunviolencearchive.org/incident/898448,"30.3644, -81.6703",Congressional District: 5,NA,NA,NA,NA
2017-07-23,1,3,4,Illinois,Chicago,1500 block of East 82nd St,http://www.gunviolencearchive.org/incident/896444,"41.746, -87.5882",Congressional District: 1,NA,NA,NA,NA
2017-07-23,0,4,4,Louisiana,Baton Rouge,10360 Ave H,http://www.gunviolencearchive.org/incident/896889,"30.5386, -91.1971",Congressional District: 2,NA,NA,NA,NA
2017-07-22,0,5,5,Ohio,Cincinnati,130 E Clifton Ave,http://www.gunviolencearchive.org/incident/896149,"39.116, -84.5145",Congressional District: 1,NA,NA,NA,NA
2017-07-19,0,5,5,Virginia,Richmond,2300 block of Bethel St,http://www.gunviolencearchive.org/incident/893690,"37.5551, -77.4186",Congressional District: 3,NA,NA,NA,NA
2017-07-19,1,3,4,California,Los Angeles,Imperial Hwy and Broadway,http://www.gunviolencearchive.org/incident/894504,"33.931, -118.278",Congressional District: 43,NA,NA,NA,NA
2017-07-18,1,3,4,New Jersey,Trenton,Hewitt St and Division St,http://www.gunviolencearchive.org/incident/893712,"40.2081, -74.7437",Congressional District: 12,NA,NA,NA,NA
2017-07-18,0,4,4,Wisconsin,Milwaukee,3000 Block of N 39th St,http://www.gunviolencearchive.org/incident/893726,"43.0734, -87.9621",Congressional District: 4,NA,NA,NA,NA
2017-07-18,0,4,4,Arizona,El Mirage,NW Grand Ave and W Thunderbird Rd,http://www.gunviolencearchive.org/incident/893752,"33.6089, -112.312",Congressional District: 8,NA,NA,NA,NA
2017-07-15,1,3,4,Pennsylvania,Philadelphia,21st and Fitzwater,http://www.gunviolencearchive.org/incident/891291,"39.9432, -75.1774",Congressional District: 2,NA,NA,NA,NA
2017-07-15,0,4,4,Illinois,Chicago,12200 block of S Throop St,http://www.gunviolencearchive.org/incident/891092,"41.672, -87.6539",Congressional District: 1,NA,NA,NA,NA
2017-07-09,0,7,7,Virginia,Lawrenceville,500 block Sturgeon Rd,http://www.gunviolencearchive.org/incident/886564,"36.8119, -77.7709",Congressional District: 5,NA,NA,NA,NA
2017-07-08,0,4,4,Illinois,Alton,700 block of Oakwood,http://www.gunviolencearchive.org/incident/886002,"38.9178, -90.1739",Congressional District: 12,NA,NA,NA,NA
2017-07-08,1,8,9,Ohio,Cincinnati,9917 Capstan Dr,http://www.gunviolencearchive.org/incident/886220,"39.2542, -84.5966",Congressional District: 1,NA,NA,NA,NA
2017-07-06,0,4,4,Mississippi,Meridian,Eighth Ave,http://www.gunviolencearchive.org/incident/884764,"32.3817, -88.6865",Congressional District: 3,Assault weapon,AR-15,NA,NA
2017-07-05,0,4,4,Georgia,Savannah,Jefferson Street and West St. Julian Street,http://www.gunviolencearchive.org/incident/883052,"32.0808, -81.095",Congressional District: 1,NA,NA,NA,NA
2017-07-05,2,2,4,Illinois,Chicago (Roseland),11000 block of S Eberhart,http://www.gunviolencearchive.org/incident/883282,"41.6945, -87.611",Congressional District: 2,NA,NA,NA,NA
2017-07-05,4,1,5,Maine,Madison,300 block of Russell Rd,http://www.gunviolencearchive.org/incident/883058,"44.7906, -69.7873",Congressional District: 2,NA,NA,NA,NA
2017-07-04,0,4,4,Florida,Orlando (Pine Castle),501 W Lancaster Rd,http://www.gunviolencearchive.org/incident/882665,"28.4655, -81.3831",Congressional District: 10,NA,NA,NA,NA
2017-07-04,1,4,5,Virginia,Hampton,500 block of Patterson Ave,http://www.gunviolencearchive.org/incident/882321,"37.0325, -76.3606",Congressional District: 3,NA,NA,NA,NA
2017-07-04,1,3,4,North Carolina,Raleigh,105 E South St,http://www.gunviolencearchive.org/incident/883489,"35.7722, -78.6382",Congressional District: 4,NA,NA,NA,NA
2017-07-03,3,1,4,Alabama,Prattville,112 US 82,http://www.gunviolencearchive.org/incident/882422,"32.4381, -86.4725",Congressional District: 2,NA,NA,NA,NA
2017-07-03,1,3,4,Michigan,Pontiac,50 block of Thorpe St,http://www.gunviolencearchive.org/incident/881921,"42.6371, -83.3116",Congressional District: 14,NA,NA,NA,NA
2017-07-02,0,4,4,New Jersey,Jersey City,Wilkinson Avenue,http://www.gunviolencearchive.org/incident/881700,"40.7063, -74.0804",Congressional District: 10,NA,NA,NA,NA
2017-07-02,0,4,4,South Carolina,Greenwood,SC 72 Bypass,http://www.gunviolencearchive.org/incident/880738,"34.1953, -82.1618",Congressional District: 3,NA,NA,NA,NA
2017-07-01,0,4,4,Illinois,Momence,2727 S 13000 Rd E,http://www.gunviolencearchive.org/incident/883656,"41.0853, -87.62",Congressional District: 2,NA,NA,NA,NA
2017-07-01,2,2,4,New Jersey,Newark,Lincoln Park and Pennsylvania Avenue,http://www.gunviolencearchive.org/incident/880808,"40.7259, -74.1796",Congressional District: 8,NA,NA,NA,NA
2017-07-01,0,4,4,California,Oakland,3200 Humboldt Ave,http://www.gunviolencearchive.org/incident/880813,"37.7921, -122.207",Congressional District: 13,NA,NA,NA,NA
2017-07-01,0,25,25,Arkansas,Little Rock,220 W 6th St,http://www.gunviolencearchive.org/incident/879953,"34.7434, -92.2727",Congressional District: 2,NA,NA,NA,NA
2017-06-30,2,6,8,New York,Bronx,1650 Grand Concourse,http://www.gunviolencearchive.org/incident/879412,"40.8435, -73.911",Congressional District: 15,Assault weapon,AR-15,NA,NA
2017-06-27,0,5,5,Illinois,Chicago,200 block of S Lotus,http://www.gunviolencearchive.org/incident/877295,"41.8783, -87.7618",Congressional District: 7,NA,NA,NA,NA
2017-06-25,0,4,4,District of Columbia,Washington,5900 block of Southern Ave SE,http://www.gunviolencearchive.org/incident/876010,"38.8885, -76.915",Congressional District: 1,NA,NA,NA,NA
2017-06-25,1,3,4,Missouri,Saint Louis,5000 block of Thekla Ave,http://www.gunviolencearchive.org/incident/875886,"38.6886, -90.242",Congressional District: 1,NA,NA,NA,NA
2017-06-24,1,4,5,Florida,Fort Lauderdale,2335 NW 16th Ct,http://www.gunviolencearchive.org/incident/874613,"26.1468, -80.1721",Congressional District: 20,NA,NA,NA,NA
2017-06-24,0,5,5,New York,New York (Manhattan),114th St and Manhattan Ave,http://www.gunviolencearchive.org/incident/875322,"40.8037, -73.9578",Congressional District: 13,NA,NA,NA,NA
2017-06-24,0,4,4,New Jersey,Willingboro,Pastoral Lane,http://www.gunviolencearchive.org/incident/876076,"40.0326, -74.8963",Congressional District: 3,NA,NA,NA,NA
2017-06-22,1,6,7,Georgia,Atlanta,1100 block of Osborne Street,http://www.gunviolencearchive.org/incident/873847,"33.7044, -84.4239",Congressional District: 5,NA,NA,NA,NA
2017-06-18,3,2,5,Missouri,Saint Louis,1900 block of N 14th St,http://www.gunviolencearchive.org/incident/870095,"38.6443, -90.1942",Congressional District: 1,NA,NA,NA,NA
2017-06-18,0,4,4,District of Columbia,Washington,3100 block of Buena Vista Terrace SE,http://www.gunviolencearchive.org/incident/870222,"38.8524, -76.9657",Congressional District: 1,NA,NA,NA,NA
2017-06-18,0,4,4,Illinois,Chicago,3300 block of W Crystal St,http://www.gunviolencearchive.org/incident/869877,"41.904, -87.7094",Congressional District: 4,NA,NA,NA,NA
2017-06-18,0,7,7,South Carolina,Myrtle Beach,311 N Ocean Blvd,http://www.gunviolencearchive.org/incident/869968,"33.6859, -78.8858",Congressional District: 7,NA,NA,NA,NA
2017-06-17,1,4,5,Ohio,Columbus,6252 Busch Blvd,http://www.gunviolencearchive.org/incident/869357,"40.1015, -83.0127",Congressional District: 12,NA,NA,NA,NA
2017-06-17,0,4,4,Illinois,Chicago,1 block of North Latrobe,http://www.gunviolencearchive.org/incident/869838,"41.8804, -87.7563",Congressional District: 7,NA,NA,NA,NA
2017-06-15,1,3,4,Virginia,Richmond,4053 Old Brook Road,http://www.gunviolencearchive.org/incident/868042,"37.5903, -77.4465",Congressional District: 4,NA,NA,NA,NA
